usahawanid,jenisperniagaan,klusterperniagaan,subkluster,purata_jualan_bulanan
N00151,,,,
N00152,,,,
N00153,,,,
N00154,,,,
N00155,,,,
N00156,,,,
N00157,,,,
N00158,,,,
N00159,,,,
N00160,,,,
N00161,,,,
N00162,,,,
N00163,,,,
N00164,,,,
N00165,,,,
N00166,,,,
N00167,,,,
N00168,,,,
N00169,,,,
N00170,,,,
N00171,,,,
N00172,,,,
N00173,,,,
N00174,,,,
N00175,,,,
N00176,,,,
N00177,,,,
N00178,,,,
N00179,,,,
N00180,,,,
N00181,,,,
N00182,,,,
N00183,,,,
N00184,,,,
N00185,,,,
N00186,,,,
N00187,,,,
N00188,,,,
N00189,,,,
N00190,,,,
N00191,,,,
N00192,,,,
N00193,,,,
N00194,,,,
N00195,,,,
N00196,,,,
N00197,,,,
N00198,,,,
N00199,,,,
N00200,,,,
N00201,,,,
N00202,,,,
N00203,,,,
N00204,,,,
N00205,,,,
N00206,,,,
N00207,,,,
N00208,,,,
N00209,,,,
N00210,,,,
N00211,,,,
N00212,,,,
N00213,,,,
N00214,,,,
N00215,,,,
N00216,,,,
N00217,,,,
N00218,,,,
N00219,,,,
N00220,,,,
N00222,,,,
N00223,,,,
N00224,,,,
N00225,,,,
N00226,,,,
N00227,,,,
N00228,,,,
N00229,,,,
N00230,,,,
N00231,,,,
N00232,,,,
N00233,,,,
N00235,,,,
N00236,,,,
N00237,,,,
N00238,,,,
N00239,,,,
N00241,,,,
N00242,,,,
N00243,,,,
N00244,,,,
N00245,,,,
N00246,,,,
N00247,,,,
N00248,,,,
N00249,,,,
N00250,,,,
N00251,,,,
N00252,,,,
N00253,,,,
N00254,,,,
N00255,,,,
N00256,,,,
N00259,,,,
N00260,,,,
N00261,,,,
N00262,,,,
N00263,,,,
N00264,,,,
N00265,,,,
N00266,,,,
N00267,,,,
N00268,,,,
N00269,,,,
N00270,,,,
N00271,,,,
N00272,,,,
N00273,,,,
N00274,,,,
N00275,,,,
N00276,,,,
N00277,,,,
N00278,,,,
N00279,,,,
N00280,,,,
N00281,,,,
N00282,,,,
N00283,,,,
N00284,,,,
N00285,,,,
N00286,,,,
N00287,,,,
N00288,,,,
N00289,,,,
N00290,,,,
N00291,,,,
N00292,,,,
N00293,,,,
N00294,,,,
N00295,,,,
N00296,,,,
N00297,,,,
N00298,,,,
N00299,,,,
N00300,,,,
N00301,,,,
N00302,,,,
N00303,,,,
N00304,,,,
N00305,,,,
N00306,,,,
N00307,,,,
N00308,,,,
N00309,,,,
N00310,,,,
N00311,,,,
N00312,,,,
N00313,,,,
N00314,,,,
N00315,,,,
N00316,,,,
N00317,,,,
N00318,,,,
N00319,,,,
N00320,,,,
N00321,,,,
N00322,,,,
N00323,,,,
N00324,,,,
N00325,,,,
N00326,,,,
N00327,,,,
N00328,,,,
N00329,,,,
N00330,,,,
N00331,,,,
N00332,,,,
N00333,,,,
N00334,,,,
N00335,,,,
N00336,,,,
N00337,,,,
N00338,,,,
N00339,,,,
N00340,,,,
N00341,,,,
N00342,,,,
N00343,,,,
N00344,,,,
N00345,,,,
N00346,,,,
N00347,,,,
N00348,,,,
N00349,,,,
N00350,,,,
N00351,,,,
N00352,,,,
N00353,,,,
N00354,,,,
N00355,,,,
N00356,,,,
N00357,,,,
N00358,,,,
N00359,,,,
N00360,,,,
N00361,,,,
N00362,,,,
N00363,,,,
N00364,,,,
N00365,,,,
N00366,,,,
N00367,,,,
N00368,,,,
N00369,,,,
N00370,,,,
N00371,,,,
N00372,,,,
N00373,,,,
N00374,,,,
N00375,,,,
N00376,,,,
N00377,,,,
N00378,,,,
N00379,,,,
N00380,,,,
N00381,,,,
N00382,,,,
N00383,,,,
N00384,,,,
N00385,,,,
N00386,,,,
N00387,,,,
N00388,,,,
N00389,,,,
N00390,,,,
N00391,,,,
N00392,,,,
N00393,,,,
N00394,,,,
N00395,,,,
N00396,,,,
N00397,,,,
N00398,,,,
N00399,,,,
N00400,,,,
N00401,,,,
N00402,,,,
N00403,,,,
N00404,,,,
N00405,,,,
N00406,,,,
N00407,,,,
N00408,,,,
N00409,,,,
N00410,,,,
N00411,,,,
N00412,,,,
N00413,,,,
N00414,,,,
N00415,,,,
N00416,,,,
N00417,,,,
N00418,,,,
N00419,,,,
N00420,,,,
N00421,,,,
N00423,,,,
N00424,,,,
N00425,,,,
N00426,,,,
N00427,,,,
N00428,,,,
N00429,,,,
N00430,,,,
N00431,,,,
N00432,,,,
N00433,,,,
N00434,,,,
N00435,,,,
N00436,,,,
N00437,,,,
N00438,,,,
N00439,,,,
N00440,,,,
N00441,,,,
N00442,,,,
N00443,,,,
N00444,,,,
N00445,,,,
N00446,,,,
N00447,,,,
N00448,,,,
N00449,,,,
N00450,,,,
N00451,,,,
N00452,,,,
N00453,,,,
N00454,,,,
N00455,,,,
N00456,,,,
N00457,,,,
N00458,,,,
N00459,,,,
N00460,,,,
N00461,,,,
N00462,,,,
N00463,,,,
N00464,,,,
N00465,,,,
N00466,,,,
N00467,,,,
N00468,,,,
N00469,,,,
N00470,,,,
N00471,,,,
N00472,,,,
N00473,,,,
N00474,,,,
N00475,,,,
N00476,,,,
N00477,,,,
N00478,,,,
N00479,,,,
N00480,,,,
N00481,,,,
N00482,,,,
N00483,,,,
N00484,,,,
N00485,,,,
N00486,,,,
N00487,,,,
N00488,,,,
P00001,,,,
P00002,,,,
P00003,,,,
P00004,,,,
P00005,,,,
P00006,,,,
P00007,,,,
P00008,,,,
P00009,,,,
P00010,,,,
P00011,,,,
P00012,,,,
P00013,,,,
P00014,,,,
P00015,,,,
P00016,,,,
P00017,,,,
P00018,,,,
P00019,,,,
P00020,,,,
P00021,,,,
P00022,,,,
P00023,,,,
P00024,,,,
P00025,,,,
P00026,,,,
P00027,,,,
P00028,,,,
P00029,,,,
P00030,,,,
P00031,,,,
P00032,,,,
P00033,,,,
P00034,,,,
P00035,,,,
P00036,,,,
P00037,,,,
P00038,,,,
P00039,,,,
P00040,,,,
P00041,,,,
P00042,,,,
P00043,,,,
P00044,,,,
P00045,,,,
P00046,,,,
P00047,,,,
P00048,,,,
P00049,,,,
P00050,,,,
P00051,,,,
P00052,,,,
P00053,,,,
P00054,,,,
P00055,,,,
P00056,,,,
P00057,,,,
P00058,,,,
P00059,,,,
P00060,,,,
P00061,,,,
P00062,,,,
P00063,,,,
P00064,,,,
P00065,,,,
P00066,,,,
P00067,,,,
P00068,,,,
P00069,,,,
P00070,,,,
P00071,,,,
P00072,,,,
P00073,,,,
P00074,,,,
P00075,,,,
P00076,,,,
P00077,,,,
P00078,,,,
P00079,,,,
P00080,,,,
P00081,,,,
P00082,,,,
P00083,,,,
P00084,,,,
P00085,,,,
P00086,,,,
P00087,,,,
P00088,,,,
P00089,,,,
P00090,,,,
P00091,,,,
P00092,,,,
P00093,,,,
P00094,,,,
P00095,,,,
P00096,,,,
P00097,,,,
P00098,,,,
P00099,,,,
P00100,,,,
P00101,,,,
P00102,,,,
P00103,,,,
P00104,,,,
P00105,,,,
P00106,,,,
P00107,,,,
P00108,,,,
P00109,,,,
P00110,,,,
P00111,,,,
P00112,,,,
P00113,,,,
P00115,,,,
P00116,,,,
P00117,,,,
P00118,,,,
P00119,,,,
P00120,,,,
P00121,,,,
P00122,,,,
P00123,,,,
P00124,,,,
P00125,,,,
P00126,,,,
P00127,,,,
P00128,,,,
P00129,,,,
P00130,,,,
P00131,,,,
P00132,,,,
P00133,,,,
P00134,,,,
P00135,,,,
P00136,,,,
P00137,,,,
P00138,,,,
P00139,,,,
P00140,,,,
P00141,,,,
P00142,,,,
P00143,,,,
P00144,,,,
P00145,,,,
P00146,,,,
P00147,,,,
P00148,,,,
P00149,,,,
P00150,,,,
P00151,,,,
P00152,,,,
P00153,,,,
P00154,,,,
P00155,,,,
P00156,,,,
P00157,,,,
P00158,,,,
P00159,,,,
P00160,,,,
P00161,,,,
P00162,,,,
P00163,,,,
P00164,,,,
P00165,,,,
P00166,,,,
P00167,,,,
P00168,,,,
P00169,,,,
P00170,,,,
P00171,,,,
P00172,,,,
P00173,,,,
P00174,,,,
P00175,,,,
P00176,,,,
P00177,,,,
P00178,,,,
P00179,,,,
P00180,,,,
P00181,,,,
P00182,,,,
P00183,,,,
P00184,,,,
P00185,,,,
P00186,,,,
P00187,,,,
P00188,,,,
P00189,,,,
P00190,,,,
P00191,,,,
P00192,,,,
P00193,,,,
P00194,,,,
P00195,,,,
P00196,,,,
P00197,,,,
P00198,,,,
P00199,,,,
P00200,,,,
P00201,,,,
P00202,,,,
P00203,,,,
P00204,,,,
P00205,,,,
P00206,,,,
P00207,,,,
P00208,,,,
P00209,,,,
P00210,,,,
P00211,,,,
P00212,,,,
P00213,,,,
P00214,,,,
P00215,,,,
P00216,,,,
P00217,,,,
P00218,,,,
P00219,,,,
P00220,,,,
P00221,,,,
P00222,,,,
C01125,,,,
C01126,,,,
C01127,,,,
C01128,,,,
C01129,,,,
C01130,,,,
C01131,,,,
C01132,,,,
C01133,,,,
C01134,,,,
C01135,,,,
C01136,,,,
C01137,,,,
C01138,,,,
C01139,,,,
C01140,,,,
C01141,,,,
C01142,,,,
C01143,,,,
C01144,,,,
C01145,,,,
C01146,,,,
C01147,,,,
C01148,,,,
C01149,,,,
C01150,,,,
C01151,,,,
C01152,,,,
C01153,,,,
C01154,,,,
C01155,,,,
C01156,,,,
C01157,,,,
C01158,,,,
C01159,,,,0
C01160,,,,
C01161,,,,11500
C01162,,,,8000
C01163,E,E4,,0
C01164,C,C1,,0
C01165,E,E4,,0
C01166,,,,
C01167,,,,1000
C01168,,,,4500
C01169,,,,
C01170,,,,
C01171,,,,
C01172,,,,
C01173,,,,
C01174,,,,
C01175,,,,
C01176,,,,
C01177,,,,
C01178,,,,
C01179,,,,
C01180,,,,
C01181,,,,6700
C01182,,,,2500
C01183,,,,3000
C01184,,,,
C01185,,,,
C01186,,,,
C01187,,,,
C01188,,,,
C01189,,,,
C01191,,,,
C01192,,,,
C01193,,,,
C01194,,,,
C01195,,,,621
C01196,,,,
C01197,,,,
C01198,,,,
C01199,,,,
C01201,,,,
C01202,,,,
C01203,,,,
C01204,,,,
C01205,,,,
C01206,,,,
C01207,,,,
C01208,,,,
C01209,,,,
C01210,,,,
C01211,,,,
C01212,,,,
C01213,,,,
C01214,,,,
C01215,,,,
C01216,,,,
C01217,,,,
C01218,,,,
C01219,,,,
C01220,,,,
C01221,,,,
C01222,,,,
C01223,,,,6000
C01224,,,,
C01225,,,,
C01226,,,,
C01227,,,,
C01228,,,,
C01229,,,,
C01230,,,,
C01231,,,,
C01232,,,,
C01233,,,,
C01234,,,,
C01235,,,,
C01237,,,,
C01238,,,,
C01239,,,,
C01240,,,,
C01241,,,,
C01242,,,,
C01243,,,,
C01244,,,,
C01245,,,,
C01246,,,,
C01247,,,,600
C01248,,,,
C01249,,,,
C01250,,,,
C01251,,,,
C01252,,,,
C01253,,,,
C01254,,,,
C01256,,,,
C01257,,,,
C01258,,,,
C01259,,,,
C01260,,,,
C01261,,,,
C01262,,,,
C01263,,,,
C01264,,,,
C01265,,,,
C01266,,,,
C01267,,,,
C01268,,,,
C01269,,,,
C01270,,,,
C01271,,,,
C01272,,,,
C01273,,,,
C01274,,,,
C01275,,,,
C01276,,,,
C01277,,,,
C01278,,,,
C01279,,,,
C01280,,,,
C01281,,,,
C01282,,,,
C01283,,,,
C01284,,,,
C01285,,,,
C01286,,,,
C01287,,,,
C01288,,,,
C01289,,,,
C01290,,,,
C01291,,,,
C01292,,,,
C01293,,,,
C01294,,,,
C01295,,,,
C01296,,,,
C01297,,,,
C01298,,,,
C01299,,,,
C01300,,,,
C01302,,,,
C01303,,,,
C01304,,,,
C01305,,,,
C01306,,,,
C01307,,,,
C01308,,,,
C01309,,,,
C01310,,,,
C01311,,,,
C01312,,,,
C01313,,,,
C01314,,,,
C01315,,,,
C01316,,,,
C01317,,,,
C01318,,,,500
C01319,,,,
C01320,,,,
A00001,,,,4000
A00002,,,,2550
A00003,,,,2500
A00004,,,,2000
A00005,,,,2050
A00006,,,,4000
A00007,,,,1500
A00008,,,,2050
A00009,,,,3000
A00010,,,,5000
A00011,,,,1280
A00012,,,,2500
A00013,,,,1380
A00014,,,,2500
A00015,,,,1000
A00016,,,,1500
A00017,,,,1500
A00018,,,,600
A00019,,,,2000
A00020,,,,1000
A00021,,,,2000
A00022,,,,4000
A00023,,,,500
A00024,,,,3000
A00025,,,,8000
A00026,,,,1470
A00027,,,,4000
A00028,,,,1000
A00029,,,,6000
A00030,,,,2500
A00031,,,,1500
A00032,,,,2500
A00033,,,,1000
A00034,,,,3000
A00035,,,,0
A00036,,,,4000
A00037,,,,500
A00038,,,,7000
A00039,,,,8000
A00040,,,,1500
A00041,,,,3500
A00042,,,,2997.3
A00043,,,,11689
A00044,,,,3300
A00045,,,,2300
A00046,,,,8000
A00047,,,,14400
A00048,,,,400
A00049,,,,2500
A00050,,,,2500
A00051,,,,2000
A00052,,,,8000
A00053,,,,1000
A00054,,,,9600
A00055,,,,2310
A00056,,,,4500
A00057,,,,700
A00058,,,,2800
A00059,,,,2800
A00060,,,,1800
A00061,,,,800
A00062,,,,3600
A00063,,,,900.8
A00064,,,,800
A00065,,,,2520
A00066,,,,2800
A00067,,,,3000
A00069,,,,1756
A00070,,,,500
A00071,,,,150
A00072,,,,2442
A00073,,,,681.1
A00074,,,,1141
A00075,,,,3000
A00076,,,,11000
A00077,,,,35000
A00078,,,,300
A00079,,,,400
A00080,,,,1500
A00081,,,,800
A00082,,,,700
A00083,,,,500
A00084,,,,500
A00085,,,,9000
A00086,,,,3000
A00087,,,,3000
A00088,,,,8320
A00089,,,,450
A00090,,,,8000
A00091,,,,800
A00092,,,,500
A00093,,,,4000
A00094,,,,6000
A00095,,,,3840
A00096,,,,450
A00097,,,,600
A00098,,,,1000
A00099,,,,500
A00100,,,,2000
A00101,,,,600
A00102,,,,10000
A00103,,,,500
A00104,,,,800
A00105,,,,3000
A00106,,,,1000
A00107,,,,0
A00108,,,,500
A00109,,,,500
A00110,,,,500
A00111,,,,1400
A00112,,,,1000
A00113,,,,1000
A00114,,,,500
A00115,,,,800
A00116,,,,500
A00117,,,,500
A00118,,,,500
A00119,,,,500
A00120,,,,500
A00121,,,,600
A00122,,,,1000
A00123,,,,1000
A00125,,,,1200
A00126,,,,500
A00127,,,,1200
A00128,,,,500
A00129,,,,500
A00130,,,,2000
A00131,,,,1500
A00132,,,,6000
A00133,,,,500
A00134,,,,1000
A00135,,,,1000
A00136,,,,500
A00137,,,,600
A00138,,,,500
A00139,,,,500
A00140,,,,800
A00141,,,,6000
A00142,,,,2000
A00143,,,,500
A00144,,,,2000
A00145,,,,500
A00146,,,,200
A00147,,,,3000
A00148,,,,0
A00149,,,,0
A00150,,,,500
A00151,,,,2500
A00152,,,,2500
A00153,,,,2500
A00154,,,,3000
A00155,,,,1500
A00156,,,,2000
A00157,,,,500
A00158,,,,0
A00159,,,,0
A00160,,,,0
A00161,,,,500
A00162,,,,1000
A00163,,,,2000
A00164,,,,800
A00165,,,,800
A00166,,,,1000
A00167,,,,8999
A00168,,,,1083
A00169,,,,205548
A00170,,,,2368
A00171,,,,1387
A00172,E,E27,,0
A00173,,,,23760
A00174,C,C1,,0
A00175,,,,2837
A00176,C,C1,,0
A00177,,,,46083
A00178,,,,1419
A00179,,,,1275
A00180,,,,1637
A00181,,,,1380
A00182,,,,720
A00183,,,,49478
A00184,,,,2400
A00185,,,,712
A00186,,,,830
A00187,,,,568
A00188,,,,4000
A00189,,,,300
A00190,,,,4000
A00191,,,,400
A00192,,,,24988
A00193,,,,2000
A00194,,,,730
A00195,,,,1600
A00196,,,,1900
A00197,,,,5400
A00198,,,,200
A00199,,,,6000
A00200,,,,1500
A00201,,,,6600
A00202,,,,500
A00203,,,,12000
A00204,,,,800
A00205,,,,530
A00206,,,,1500
A00207,,,,500
A00208,,,,800
A00209,,,,4500
A00210,,,,2500
A00211,,,,2300
A00212,,,,6000
A00213,,,,1000
A00214,,,,12000
A00215,,,,9000
A00216,,,,500
A00217,,,,26000
A00218,,,,1000
A00219,,,,2000
A00220,,,,1800
A00221,,,,7000
A00222,,,,6000
A00223,,,,10800
A00224,,,,8000
A00225,,,,300
A00226,,,,1000
A00227,,,,2000
A00229,,,,2500
A00230,,,,3500
A00231,,,,2500
A00232,,,,3000
A00233,,,,4000
A00234,,,,350
A00235,,,,500
A00236,,,,3000
A00237,,,,1300
A00238,,,,6900
A00239,,,,1500
A00240,,,,4000
A00241,,,,2500
A00242,,,,2560
A00243,,,,3500
A00244,,,,800
A00245,,,,4300
A00246,,,,1700
A00247,,,,2500
A00248,,,,1500
A00249,E,E27,,0
A00250,,,,150
A00251,,,,1400
A00252,,,,900
A00253,,,,600
A00254,,,,8000
A00256,,,,150
A00257,,,,2500
A00258,,,,9000
A00259,,,,300
A00260,,,,
A00261,,,,7700
A00262,,,,1200
A00263,,,,4000
A00264,,,,2500
A00265,,,,1600
A00266,,,,1800
A00267,,,,435
A00268,,,,1500
A00269,,,,300
A00270,,,,300
A00271,,,,410
A00272,,,,400
A00273,,,,450
A00274,,,,250
A00275,,,,170
A00276,,,,1000
A00277,,,,1000
A00278,,,,400
A00279,,,,2500
A00280,,,,1000
A00281,,,,650
A00282,,,,315
A00283,,,,800
A00284,,,,1740
A00285,,,,500
A00286,,,,500
A00287,,,,100
A00288,,,,120
A00289,,,,400
A00290,,,,500
A00291,,,,1000
A00292,,,,350
A00293,,,,600
A00294,,,,500
A00295,,,,1200
A00296,,,,400
A00297,,,,200
A00298,,,,10200
A00299,,,,1300
A00300,,,,1000
A00301,,,,1500
A00302,,,,1000
A00303,,,,1400
A00304,,,,700
A00305,,,,4000
A00306,,,,8500
A00307,,,,3200
A00308,,,,1000
A00309,,,,3800
A00310,,,,4000
A00311,,,,300
A00312,,,,2000
A00313,,,,350
A00314,,,,250
A00315,,,,1500
A00316,,,,6000
A00317,,,,3500
A00318,,,,1200
A00319,,,,3000
A00320,,,,800
A00321,,,,2000
A00322,A,A4,,0
A00323,,,,4000
A00324,,,,2000
A00325,,,,4000
A00326,,,,2000
A00327,,,,2300
A00328,,,,1000
A00329,,,,2000
A00330,,,,3500
A00331,,,,800
A00332,,,,10000
A00333,,,,800
A00334,,,,4000
A00335,,,,1000
A00336,,,,1200
A00337,,,,4000
A00338,,,,3000
A00339,,,,5000
A00340,,,,2000
A00341,,,,1800
A00342,,,,1500
A00343,,,,3000
A00344,,,,300
A00345,,,,2500
A00346,,,,1000
A00347,,,,3000
A00348,,,,2500
A00349,,,,800
A00350,,,,800
A00351,,,,120000
A00352,,,,1800
A00353,,,,1300
A00354,,,,1000
A00355,,,,2500
A00356,,,,900
A00357,,,,300
A00358,,,,3500
A00359,,,,4500
A00360,,,,800
A00361,,,,2000
A00362,,,,500
A00363,,,,5000
A00364,,,,0
A00365,,,,800
A00366,,,,3000
A00367,,,,1000
A00368,,,,1000
A00369,,,,2000
A00370,,,,3000
A00371,,,,2500
A00372,,,,2000
A00373,,,,2000
A00374,,,,500
A00375,,,,5000
A00376,,,,2000
A00377,,,,500
A00378,,,,20000
A00379,,,,3000
A00380,,,,800
A00381,,,,2000
A00382,,,,5000
A00383,,,,6000
A00384,,,,600
A00385,,,,1200
A00386,,,,4000
A00387,,,,2500
A00388,,,,1200
A00389,,,,1200
A00390,,,,1200
A00391,,,,800
A00392,,,,1600
A00393,,,,5000
A00394,,,,2000
A00395,,,,3500
A00396,,,,500
A00397,,,,1200
A00398,,,,4000
A00399,,,,200
A00400,,,,2500
A00401,,,,2000
A00402,,,,3800
A00403,,,,2000
A00404,,,,3000
A00405,,,,800
A00406,,,,4500
A00407,,,,3000
A00408,,,,4500
A00409,,,,600
A00410,,,,800
A00411,,,,300
A00412,,,,4000
A00413,,,,2000
A00414,,,,300000
A00415,,,,4500
A00416,,,,200
A00417,,,,4000
A00418,,,,350
A00419,,,,15000
A00420,,,,4000
A00421,,,,10000
A00422,,,,2000
A00423,,,,2000
A00424,,,,2500
A00425,,,,4000
A00426,,,,5000
A00427,,,,4000
A00428,,,,2500
A00429,,,,7000
A00430,A,A4,,0
A00431,,,,750
A00432,E,E4,,0
A00433,E,E5,,0
A00434,,,,800
A00435,C,C2,,0
A00436,C,C2,,0
A00437,,,,851
A00438,C,C2,,0
A00439,,,,7000
A00440,,,,100
A00442,,,,200
A00443,E,E3,,0
A00444,,,,1200
A00445,C,C2,,0
A00446,,,,1725
A00447,E,E12,,0
A00448,E,E2,,0
A00449,,,,1600
A00450,,,,1640
A00451,,,,1500
A00452,E,E15,,0
A00453,,,,900
A00454,A,A3,,0
A00455,,,,1250
A00456,E,E4,,0
A00457,E,E30,,0
A00458,E,E4,,0
A00459,E,E29,,0
A00460,,,,1200
A00461,C,C2,,0
A00462,E,E4,,0
A00463,C,C2,,0
A00464,,,,3150
A00465,E,E12,,0
A00466,,,,370
A00467,E,E4,,0
A00468,,,,100
A00469,,,,380
A00470,C,C2,,0
A00471,E,E4,,0
A00472,A,A4,,0
A00473,,,,320
A00474,C,C2,,0
A00475,,,,2950
A00476,,,,1500
A00477,,,,300
A00478,C,C2,,0
A00479,,,,2893
A00480,C,C2,,0
A00481,,,,4300
A00482,,,,630
A00483,,,,1250
A00484,C,C1,,0
A00485,,,,520
A00486,C,C2,,0
A00487,C,C2,,0
A00488,C,C2,,0
A00489,,,,450
A00490,C,C2,,0
A00491,,,,450
A00492,C,C2,,0
A00493,,,,730
A00494,C,C2,,0
A00495,,,,150
A00496,C,C2,,0
A00497,,,,1166
A00499,C,C2,,0
A00500,C,C2,,0
A00501,,,,1850
A00502,,,,940
A00503,C,C2,,0
A00504,A,A2,,0
A00505,,,,1300
A00506,,,,300
A00507,E,E4,,0
A00508,,,,550
A00509,,,,2200
A00510,,,,3700
A00511,A,A4,,0
A00512,,,,630
A00514,,,,1300
A00515,A,A6,,0
A00516,C,C1,,0
A00517,,,,3400
A00518,E,E4,,0
A00519,,,,320
A00520,E,E4,,0
A00521,E,E13,,0
A00522,,,,450
A00523,,,,500
A00524,,,,1200
A00525,E,E11,,0
A00526,,,,760
A00527,,,,2340
A00528,E,E4,,0
A00529,,,,560
A00530,E,E30,,0
A00531,E,E4,,0
A00532,,,,1320
A00533,A,A4,,0
A00534,,,,660
A00535,,,,1250
A00536,,,,2100
A00537,,,,510
A00538,,,,155
A00539,,,,390
A00540,,,,1350
A00541,,,,1380
A00542,,,,275
A00543,,,,500
A00544,,,,850
A00545,,,,680
A00546,,,,970
A00547,,,,3400
A00548,,,,2300
A00549,,,,330
A00550,,,,1040
A00551,,,,1500
A00552,E,E7,,0
A00553,A,A2,,0
A00554,,,,260
A00555,E,E29,,0
A00556,A,A3,,0
A00557,,,,1250
A00558,,,,5494.5
A00559,E,E18,,0
A00560,,,,
A00561,A,A4,,0
A00562,,,,1000
A00563,,,,3500
A00564,,,,650
A00565,,,,1500
A00566,,,,7000
A00567,,,,500
A00568,,,,1300
A00569,,,,420
A00570,,,,510
A00571,,,,400
A00572,,,,430
A00573,,,,400
A00574,,,,410
A00575,,,,500
A00576,,,,550
A00577,,,,16000
A00578,,,,400
A00579,,,,1000
A00580,,,,2200
A00581,,,,750
A00582,,,,600
A00583,,,,1200
A00584,C,C2,,0
A00585,,,,1100
A00586,,,,750
A00587,,,,420
A00588,,,,750
A00589,,,,2400
A00590,,,,570
A00591,,,,550
A00592,,,,520
A00593,,,,710
A00594,,,,1200
A00595,,,,400
A00596,,,,1100
A00597,,,,350
A00598,,,,200
A00599,,,,500
A00600,,,,1500
A00601,,,,1100
A00602,,,,400
A00603,,,,3500
A00604,,,,2100
A00605,,,,450
A00606,,,,800
A00607,,,,550
A00608,,,,700
A00609,,,,1100
A00610,,,,700
A00611,,,,12000
A00612,,,,400
A00613,,,,2000
A00614,,,,1100
A00615,,,,2500
A00616,,,,400
A00617,,,,3000
A00618,,,,700
A00619,,,,1100
A00620,,,,3100
A00621,,,,1100
A00622,,,,400
A00623,,,,300
A00624,,,,1500
A00625,,,,1500
A00626,,,,2000
A00627,,,,8000
A00628,,,,5000
A00629,,,,4000
A00630,,,,
A00631,,,,2000
A00632,,,,3000
A00633,,,,500
A00634,,,,1000
A00635,,,,3000
A00636,,,,1200
A00637,,,,300
A00638,,,,800
A00639,,,,250
A00640,,,,6500
A00641,,,,10000
A00642,,,,500
A00643,,,,1000
A00644,,,,1000
A00645,,,,4000
A00646,,,,300
A00647,,,,1000
A00648,,,,8000
A00649,,,,
A00650,,,,1000
A00651,,,,
A00652,,,,1500
A00653,,,,5000
A00654,,,,3000
A00655,,,,6000
A00656,,,,2000
A00657,,,,
A00658,C,C2,,0
A00659,,,,1500
A00660,,,,1000
A00661,,,,2500
A00662,,,,4000
A00663,,,,
A00664,,,,2000
A00665,,,,5000
A00666,,,,
A00667,,,,2500
A00668,,,,1500
A00669,,,,500
A00670,,,,1500
A00671,,,,5000
A00672,,,,3500
A00673,,,,1800
A00674,,,,1500
A00675,,,,1200
A00676,,,,1100
A00677,,,,2500
A00678,,,,1000
A00679,,,,2300
A00680,,,,1200
A00681,,,,1000
A00682,,,,1800
A00683,,,,1400
A00684,,,,2000
A00685,,,,1000
A00686,,,,1400
A00687,,,,1800
A00688,,,,2400
A00689,,,,1000
A00690,,,,2300
A00691,,,,4800
A00692,,,,4300
A00693,,,,2100
A00694,,,,1800
A00695,,,,1200
A00696,,,,1000
A00697,,,,1400
A00698,,,,1200
A00699,,,,1000
A00700,,,,1500
A00701,,,,1400
A00702,,,,2000
A00703,,,,2600
A00704,,,,1800
A00705,,,,1500
A00706,,,,1800
A00707,,,,2000
A00708,,,,2300
A00709,,,,1800
A00710,,,,2000
A00711,,,,3500
A00712,,,,1200
A00713,,,,1400
A00714,,,,900
A00715,,,,5500
A00716,,,,2600
A00717,,,,1500
A00718,,,,2500
A00719,,,,1500
A00720,,,,2000
A00721,,,,2400
A00722,,,,600
A00723,,,,6000
A00724,,,,1100
A00725,,,,1500
A00726,,,,700
A00727,,,,7400
A00728,,,,5000
A00729,,,,1300
A00730,,,,1100
A00731,,,,1000
A00732,,,,850
A00733,,,,1200
A00734,,,,1980
A00735,,,,2400
A00736,,,,800
A00737,,,,1800
A00738,,,,200
A00739,,,,1600
A00740,,,,200
A00741,,,,1800
A00742,,,,3000
A00743,,,,1500
A00744,,,,4000
A00745,,,,8000
A00746,,,,135
A00747,,,,1300
A00748,,,,4000
A00749,,,,900
A00750,,,,2000
A00751,,,,25000
A00752,,,,350
A00753,,,,2300
A00754,,,,2500
A00755,,,,1050
A00756,,,,500
A00757,,,,1000
A00758,,,,2800
A00759,,,,300
A00760,,,,1200
A00761,,,,200
A00762,,,,2700
A00763,,,,700
A00764,,,,500
A00765,,,,2500
A00766,,,,1000
A00767,,,,1500
A00768,,,,1000
A00769,,,,1000
A00770,,,,1200
A00771,,,,850
A00772,,,,1700
A00773,,,,408
A00774,B,B2,,0
A00775,,,,1899
A00776,,,,5116
A00777,A,A7,,0
A00778,,,,2781
A00779,,,,673
A00780,,,,1041
A00781,,,,2580
A00782,,,,709
A00783,,,,175
A00784,,,,1030
A00785,,,,1639
A00786,,,,810
A00787,,,,1362
A00788,E,E32,,0
A00789,,,,1446
A00790,,,,770
A00791,,,,64270
A00792,,,,490
A00793,,,,16096
A00794,C,C2,,0
A00795,,,,773
A00796,,,,701
A00797,E,E9,,0
A00798,,,,204
A00799,,,,9798
A00800,,,,3282
A00801,A,A3,,0
A00802,,,,87
A00803,,,,1801
A00804,,,,405
A00805,,,,360
A00806,,,,342
A00807,,,,1030
A00808,,,,1638
A00809,,,,2157
A00810,,,,783
A00811,,,,1494
A00812,,,,322
A00813,,,,3962
A00814,,,,1691
A00815,,,,4535
A00816,,,,3273
